symbol	entrez	ensembl	uniprot
Tex33	73376	ENSMUSG00000062154	
Agxt2	268782	ENSMUSG00000089678	Q3UEG6
Gm21973		ENSMUSG00000094814	
Hcar2	80885	ENSMUSG00000045502	Q9EP66
Tex33	73376	ENSMUSG00000062154	Q9D9J2
Bhlhe23	140489	ENSMUSG00000045493	Q8BGW3
Vangl2	93840	ENSMUSG00000026556	Q91ZD4
Hcar1	243270	ENSMUSG00000049241	
Zfp592	233410	ENSMUSG00000005621	Q8BHZ4
Tnfrsf10b	21933	ENSMUSG00000022074	Q9QZM4
Alkbh7	66400	ENSMUSG00000002661	Q9D6Z0
Fbxl20	72194	ENSMUSG00000020883	Q9CZV8
Rbm46	633285	ENSMUSG00000033882	P86049
Ttll1	319953	ENSMUSG00000022442	Q91V51
Rbm46	633285	ENSMUSG00000033882	
Fbxl20	72194	ENSMUSG00000020883	
Ttll1	319953	ENSMUSG00000022442	
Dnajc15	66148	ENSMUSG00000022013	Q78YY6
Arhgap28	268970	ENSMUSG00000024043	Q8BN58
Mdp1	67881	ENSMUSG00000002329	Q9D967
Dnajc15	66148	ENSMUSG00000022013	
Dnase2b	56629	ENSMUSG00000028185	Q9QY48
Arhgap28	268970	ENSMUSG00000024043	
Tex28	385380	ENSMUSG00000062564	
Fam241a	70617	ENSMUSG00000050549	Q9CZL2
Nthl1	18207	ENSMUSG00000041429	O35980
Fam241a	70617	ENSMUSG00000050549	
Pspn	19197	ENSMUSG00000002664	
Uox	22262	ENSMUSG00000028186	
Uox	22262	ENSMUSG00000028186	P25688
Hmgb3	15354	ENSMUSG00000015217	O54879
Gm45799	14356	ENSMUSG00000110234	
Fbxo28	67948	ENSMUSG00000047539	Q8BIG4
Fbxo28	67948	ENSMUSG00000047539	
Hmgb3	15354	ENSMUSG00000015217	
Gm45799	14356	ENSMUSG00000110234	Q9WV96
Gm14743	236874	ENSMUSG00000079519	
Stpg4	75467	ENSMUSG00000036557	Q9DAG5
Stpg4	75467	ENSMUSG00000036557	
Dnhd1	77505	ENSMUSG00000030882	
4930480E11Rik	74910	ENSMUSG00000035651	
Pgm3	109785	ENSMUSG00000056131	Q9CYR6
Inca1	103844	ENSMUSG00000057054	Q6PKN7
1700013F07Rik	75504	ENSMUSG00000027886	Q9DAD0
Pgm3	109785	ENSMUSG00000056131	
Khsrp	16549	ENSMUSG00000007670	Q3U0V1
Khsrp	16549	ENSMUSG00000007670	
Cspg4	121021	ENSMUSG00000032911	Q8VHY0
Timm10b	14356	ENSMUSG00000089847	Q9WV96
Brat1	231841	ENSMUSG00000000148	Q8C3R1
Gm17949		ENSMUSG00000109739	
Timm10b	14356	ENSMUSG00000089847	
Brat1	231841	ENSMUSG00000000148	
Atf4	11911	ENSMUSG00000042406	Q06507
Tst	22117	ENSMUSG00000044986	P52196
Atf4	11911	ENSMUSG00000042406	
5330417C22Rik	229722	ENSMUSG00000040412	
Prrg1	546336	ENSMUSG00000047996	
Epsti1	108670	ENSMUSG00000022014	
5330417C22Rik	229722	ENSMUSG00000040412	A2AFS3
Epsti1	108670	ENSMUSG00000022014	Q8VDI1
Fam216b	219170	ENSMUSG00000045655	Q8CC14
Il12a	16159	ENSMUSG00000027776	P43431
Calm2	12314	ENSMUSG00000036438	P0DP26
Calm2	12314	ENSMUSG00000036438	P0DP27
Calm2	12314	ENSMUSG00000036438	P0DP28
Fam216b	219170	ENSMUSG00000045655	
Calm2	12314	ENSMUSG00000036438	
Il12a	16159	ENSMUSG00000027776	
Arfip2	76932	ENSMUSG00000030881	Q8K221
Arfip2	76932	ENSMUSG00000030881	
Dop1a	320615	ENSMUSG00000034973	
Ptpn1	19246	ENSMUSG00000027540	P35821
Ythdf1	228994	ENSMUSG00000038848	P59326
Ythdf1	228994	ENSMUSG00000038848	
Birc7	329581	ENSMUSG00000038840	A2AWP0
Etv4	18612	ENSMUSG00000017724	
Rwdd2a	69519	ENSMUSG00000032417	
Tnfsf11	21943	ENSMUSG00000022015	O35235
Sinhcaf	56306	ENSMUSG00000039985	Q8C8M1
Sinhcaf	56306	ENSMUSG00000039985	
Rhobtb2	246710	ENSMUSG00000022075	Q91V93
Triobp	110253	ENSMUSG00000033088	Q99KW3
Samd13	75015	ENSMUSG00000048652	D3YUG0
Samd13	75015	ENSMUSG00000048652	
Anapc5	59008	ENSMUSG00000029472	Q8BTZ4
Ccdc62	208908	ENSMUSG00000061882	E9PVD1
4930503B20Rik	75015	ENSMUSG00000090202	
Gm43518		ENSMUSG00000105875	
Anapc5	59008	ENSMUSG00000029472	
Me1	17436	ENSMUSG00000032418	P06801
Me1	17436	ENSMUSG00000032418	
Snx33	235406	ENSMUSG00000032733	Q4VAA7
Etv4	18612	ENSMUSG00000017724	P28322
Denr	68184	ENSMUSG00000023106	Q9CQJ6
Prss35	244954	ENSMUSG00000033491	Q8C0F9
Denr	68184	ENSMUSG00000023106	
Epcam	17075	ENSMUSG00000045394	
Vezf1	22344	ENSMUSG00000018377	
Epcam	17075	ENSMUSG00000045394	Q99JW5
Ube4a	140630	ENSMUSG00000059890	E9Q735
Bmpr1b	12167	ENSMUSG00000052430	P36898
Pebp4	73523	ENSMUSG00000022085	
Bmpr1b	12167	ENSMUSG00000052430	
Imp3	102462	ENSMUSG00000032288	Q921Y2
Gm3099		ENSMUSG00000095686	
Col18a1	12822	ENSMUSG00000001435	P39061
Col18a1	12822	ENSMUSG00000001435	
Olfr566	258168	ENSMUSG00000060888	
Ube4a	140630	ENSMUSG00000059890	
Slc2a10	170441	ENSMUSG00000027661	Q8VHD6
Slc19a1	20509	ENSMUSG00000001436	
P2rx2	231602	ENSMUSG00000029503	Q8K3P1
Depdc1a	76131	ENSMUSG00000028175	
Depdc1a	76131	ENSMUSG00000028175	Q8CIG0
Pbdc1	67683	ENSMUSG00000031226	Q9D0B6
Slc19a1	20509	ENSMUSG00000001436	P41438
Tktl1	83553	ENSMUSG00000031397	Q99MX0
Tktl1	83553	ENSMUSG00000031397	
Elmod1	270162	ENSMUSG00000041986	Q3V1U8
Elmod1	270162	ENSMUSG00000041986	
Rps19bp1	66538	ENSMUSG00000051518	Q8C6B9
Rps19bp1	66538	ENSMUSG00000051518	
Alpk3	116904	ENSMUSG00000038763	
Egr3	13655	ENSMUSG00000033730	
Egr3	13655	ENSMUSG00000033730	P43300
Snupn	66069	ENSMUSG00000055334	Q80W37
Timm22	56322	ENSMUSG00000020843	
Timm22	56322	ENSMUSG00000020843	Q9CQ85
Magee1	107528	ENSMUSG00000031227	Q6PCZ4
Triobp	110253	ENSMUSG00000033088	
Igf1	16000	ENSMUSG00000020053	P05017
Slc28a1	434203	ENSMUSG00000025726	
Ptpn9	56294	ENSMUSG00000032290	O35239
Ptpn9	56294	ENSMUSG00000032290	
Upp2	76654	ENSMUSG00000026839	
Igf1	16000	ENSMUSG00000020053	
Tppp3	67971	ENSMUSG00000014846	Q9CRB6
Upp2	76654	ENSMUSG00000026839	Q8CGR7
Gm16429	100040981	ENSMUSG00000096230	
Ripor3	69553	ENSMUSG00000074577	A1L3T7
Lrcol1	381667	ENSMUSG00000072754	Q3URS3
Lrcol1	381667	ENSMUSG00000072754	
Trp53bp2	209456	ENSMUSG00000026510	
Fam47c	70864	ENSMUSG00000078315	
BC061212	381724	ENSMUSG00000072822	
Gm5796	545007	ENSMUSG00000096775	
Cbfa2t2	12396	ENSMUSG00000038533	
Gm6351	622744	ENSMUSG00000072821	
Nxf2	83454	ENSMUSG00000009941	
Cbfa2t2	12396	ENSMUSG00000038533	O70374
Gm3106	100041032	ENSMUSG00000096259	
A430089I19Rik	331195	ENSMUSG00000094560	
Olfr1270	258987	ENSMUSG00000075065	
Eya2	14049	ENSMUSG00000017897	O08575
Nhlh1	18071	ENSMUSG00000051251	Q02576
Gm6502	624421	ENSMUSG00000095718	
Ska3	219114	ENSMUSG00000021965	Q8C263
Akap11	219181	ENSMUSG00000022016	
Gpr50	14765	ENSMUSG00000056380	O88495
Gm3115	100041054	ENSMUSG00000091022	
Tpm1	22003	ENSMUSG00000032366	
Olfr568	259095	ENSMUSG00000073965	
Sap18	20220	ENSMUSG00000021963	
Gm8108	623078	ENSMUSG00000091563	
Gm8108	115488284	ENSMUSG00000091563	
Olfr569	259092	ENSMUSG00000062142	
Olfr570	259114	ENSMUSG00000073964	
Nkain4	58237	ENSMUSG00000027574	
Ccar2	219158	ENSMUSG00000033712	Q8VDP4
Olfr571	259089	ENSMUSG00000043310	
Sbno2	216161	ENSMUSG00000035673	Q7TNB8
Bin3	57784	ENSMUSG00000022089	Q9JI08
Gpt	76282	ENSMUSG00000022546	
Bin3	57784	ENSMUSG00000022089	
Gm3127	100041076	ENSMUSG00000090764	
Olfr572	259093	ENSMUSG00000073963	
L3mbtl4	320858	ENSMUSG00000041565	
Cadps	27062	ENSMUSG00000054423	
Nkain4	58237	ENSMUSG00000027574	Q9JMG4
Fgf10	14165	ENSMUSG00000021732	O35565
Sbno2	216161	ENSMUSG00000035673	
Gpt	76282	ENSMUSG00000022546	Q8QZR5
Olfr1506	257665	ENSMUSG00000075064	
Gm2974	101055754	ENSMUSG00000079391	
Olfr573-ps1		ENSMUSG00000052785	
Olfr574	258357	ENSMUSG00000045824	
Bid	12122	ENSMUSG00000004446	P70444
Olfr142	406186	ENSMUSG00000075063	Q60881
Bid	12122	ENSMUSG00000004446	
Map4	17758	ENSMUSG00000032479	P27546
Map4	17758	ENSMUSG00000032479	
Bcl2l13	94044	ENSMUSG00000009112	
Olfr575	259118	ENSMUSG00000066269	
Msh2	17685	ENSMUSG00000024151	P43247
Vma21	67048	ENSMUSG00000073131	Q78T54
Gm3138		ENSMUSG00000091114	
Vma21	67048	ENSMUSG00000073131	
Msh2	17685	ENSMUSG00000024151	
Olfr1271	258789	ENSMUSG00000075062	
Bcl2l13	94044	ENSMUSG00000009112	P59017
Olfr576	258248	ENSMUSG00000073962	
Lrrfip1	16978	ENSMUSG00000026305	
Slc12a7	20499	ENSMUSG00000017756	Q9WVL3
Olfr577	259113	ENSMUSG00000043354	
Zdhhc1	70796	ENSMUSG00000039199	Q8R0N9
Gm3149		ENSMUSG00000079389	
Pard6b	58220	ENSMUSG00000044641	Q9JK83
Col2a1	12824	ENSMUSG00000022483	P28481
Olfr1273-ps		ENSMUSG00000080809	
Olfr1272	258982	ENSMUSG00000075061	
Olfr578	259119	ENSMUSG00000045792	
Slc22a17	59049	ENSMUSG00000022199	
Cypt2	245566	ENSMUSG00000090132	
Slc12a7	20499	ENSMUSG00000017756	
AA792892	100554	ENSMUSG00000073497	
Pde8a	18584	ENSMUSG00000025584	O88502
Pithd1	66193	ENSMUSG00000028669	Q8BWR2
Pitx2	18741	ENSMUSG00000028023	P97474
Pitx2	18741	ENSMUSG00000028023	
Pithd1	66193	ENSMUSG00000028669	
Slc22a17	59049	ENSMUSG00000022199	Q9D9E0
Tmem167b	67495	ENSMUSG00000068732	
Tmem167b	67495	ENSMUSG00000068732	Q80X45
Ccdc148	227933	ENSMUSG00000036641	
Ccdc148	227933	ENSMUSG00000036641	Q6P5U8
Dpm1	13480	ENSMUSG00000078919	O70152
Gm7682	100862180	ENSMUSG00000074011	
Gm7682	102633100	ENSMUSG00000074011	
Dpm1	13480	ENSMUSG00000078919	
Cfap47	636104	ENSMUSG00000073077	
Gm3139	100041102	ENSMUSG00000095074	
Gm1141		ENSMUSG00000073130	
Gm20716		ENSMUSG00000093752	O70152
Gm3147	100041115	ENSMUSG00000095503	
Adnp	11538	ENSMUSG00000051149	Q9Z103
Smarcc1	20588	ENSMUSG00000032481	
Cadps	27062	ENSMUSG00000054423	Q80TJ1
Kcnk12	210741	ENSMUSG00000050138	
Fgf16	80903	ENSMUSG00000031230	Q9ESL8
Lrrfip1	16978	ENSMUSG00000026305	Q3UZ39
Vps39	269338	ENSMUSG00000027291	Q8R5L3
Cacna1i	239556	ENSMUSG00000022416	
Gm5148	381438	ENSMUSG00000058174	
Plekhb2	226971	ENSMUSG00000026123	Q9QZC7
Ncstn	59287	ENSMUSG00000003458	P57716
Plekhb2	226971	ENSMUSG00000026123	
Gm6509	108169097	ENSMUSG00000094195	
Ncstn	59287	ENSMUSG00000003458	
Fgg	99571	ENSMUSG00000033860	Q8VCM7
Fgg	99571	ENSMUSG00000033860	
Lrat	79235	ENSMUSG00000028003	Q9JI60
Copa	12847	ENSMUSG00000026553	Q8CIE6
9930012K11Rik	268759	ENSMUSG00000044551	Q66JV7
Copa	12847	ENSMUSG00000026553	
9930012K11Rik	268759	ENSMUSG00000044551	
Herc2	15204	ENSMUSG00000030451	
Smarcc1	20588	ENSMUSG00000032481	P97496
Yod1	226418	ENSMUSG00000046404	Q8CB27
Dlgap4	228836	ENSMUSG00000061689	B1AZP2
Dlgap4	228836	ENSMUSG00000061689	
Gm29427		ENSMUSG00000101904	
Taf13	99730	ENSMUSG00000048100	P61216
Sik3	70661	ENSMUSG00000034135	
Kng2	385643	ENSMUSG00000060459	
Gmppa	69080	ENSMUSG00000033021	Q922H4
Gmppa	69080	ENSMUSG00000033021	
Mageb16	71967	ENSMUSG00000046942	Q9CWV4
2610042L04Rik	554327	ENSMUSG00000079388	
Recql4	79456	ENSMUSG00000033762	
Mfsd3	69572	ENSMUSG00000019080	
Fbxo11	225055	ENSMUSG00000005371	Q7TPD1
Nnt		ENSMUSG00000116207	
Fbxo11	225055	ENSMUSG00000005371	
Dennd5b	320560	ENSMUSG00000030313	A2RSQ0
Capn2	12334	ENSMUSG00000026509	O08529
Slc9a3r2	65962	ENSMUSG00000002504	
Zmym3	56364	ENSMUSG00000031310	
Dennd5b	320560	ENSMUSG00000030313	
Mpst	246221	ENSMUSG00000071711	
Msh6	17688	ENSMUSG00000005370	P54276
Msh6	17688	ENSMUSG00000005370	
Ccl26	541307	ENSMUSG00000070464	
Zmym3	56364	ENSMUSG00000031310	Q9JLM4
Tmem200c	622645	ENSMUSG00000095407	
Mpst	246221	ENSMUSG00000071711	Q99J99
Pkm	18746	ENSMUSG00000032294	P52480
Pfkfb2	18640	ENSMUSG00000026409	
Pkm	18746	ENSMUSG00000032294	
Nnt	18115	ENSMUSG00000025453	
Tnfaip8l3	244882	ENSMUSG00000074345	Q3TBL6
Gm3159	100041139	ENSMUSG00000095056	
Dhx30	72831	ENSMUSG00000032480	Q99PU8
Zmat1	215693	ENSMUSG00000052676	
Nsmf	56876	ENSMUSG00000006476	Q99NF2
Necab3	56846	ENSMUSG00000027489	Q9D6J4
Nsmf	56876	ENSMUSG00000006476	
Olfr1565	257665	ENSMUSG00000089859	
Olfr1565	100042690	ENSMUSG00000089859	
Tinf2	28113	ENSMUSG00000007589	
Necab3	56846	ENSMUSG00000027489	
Olfr582	259055	ENSMUSG00000073961	
Spns1	73658	ENSMUSG00000030741	Q8R0G7
1700003F12Rik	75480	ENSMUSG00000038523	
Gm3164		ENSMUSG00000091418	
Gm3182	100041177	ENSMUSG00000091148	
Cd163l1	244233	ENSMUSG00000025461	
Spns1	73658	ENSMUSG00000030741	
Gm3173	100169868	ENSMUSG00000079386	
Dhx30	72831	ENSMUSG00000032480	
Rpe65	19892	ENSMUSG00000028174	Q91ZQ5
Rpe65	19892	ENSMUSG00000028174	
Olfr583	258752	ENSMUSG00000073960	
Atl2	56298	ENSMUSG00000059811	Q6PA06
Pgc	109820	ENSMUSG00000023987	Q9D7R7
Pgc	109820	ENSMUSG00000023987	
Atl2	56298	ENSMUSG00000059811	
Olfr584	259056	ENSMUSG00000073959	
Gmpr2	105446	ENSMUSG00000002326	Q99L27
Olfr585	259091	ENSMUSG00000078080	
Gmpr2	105446	ENSMUSG00000002326	
Gm15023	100040635	ENSMUSG00000079432	
1700093K21Rik	67358	ENSMUSG00000020286	Q810S2
Tceal6	66104	ENSMUSG00000031409	
1700093K21Rik	67358	ENSMUSG00000020286	
Nedd8	18002	ENSMUSG00000010376	P29595
Nedd8	18002	ENSMUSG00000010376	
Snap91	20616	ENSMUSG00000033419	
Eloa	27224	ENSMUSG00000028668	Q8CB77
Man2c1	73744	ENSMUSG00000032295	
Pramel3	83565	ENSMUSG00000067360	
Naa50	72117	ENSMUSG00000022698	Q6PGB6
Spindoc	68229	ENSMUSG00000024970	
Spindoc	68229	ENSMUSG00000024970	Q05AH6
Cspg5	29873	ENSMUSG00000032482	Q71M36
Clptm1	56457	ENSMUSG00000002981	Q8VBZ3
Tef	21685	ENSMUSG00000022389	Q9JLC6
Tef	21685	ENSMUSG00000022389	
C2cd2l	71764	ENSMUSG00000032120	Q80X80
C2cd2l	71764	ENSMUSG00000032120	
Ripply2	382089	ENSMUSG00000047897	Q2WG76
Elp6	72341	ENSMUSG00000054836	Q8BK75
Rundc3a	51799	ENSMUSG00000006575	O08576
Elp6	72341	ENSMUSG00000054836	
Prrg3	208748	ENSMUSG00000033361	
Prrg3	208748	ENSMUSG00000033361	Q6PAQ9
Man2c1	73744	ENSMUSG00000032295	Q91W89
2700081O15Rik	108899	ENSMUSG00000053080	Q4VA45
2700081O15Rik	108899	ENSMUSG00000053080	
Wdr47	99512	ENSMUSG00000040389	Q8CGF6
Fnbp1l	214459	ENSMUSG00000039735	
Wdr47	99512	ENSMUSG00000040389	
Cyb5r4	266690	ENSMUSG00000032872	Q3TDX8
Scap	235623	ENSMUSG00000032485	
Homer1	26556	ENSMUSG00000007617	
Ccz1	231874	ENSMUSG00000029617	Q8C1Y8
Fate1		ENSMUSG00000053593	Q8CEK7
Homer1	26556	ENSMUSG00000007617	Q9Z2Y3
Cyb5r4	266690	ENSMUSG00000032872	
Herc2	15204	ENSMUSG00000030451	Q4U2R1
Fam83a	239463	ENSMUSG00000051225	Q8K2P2
Scap	235623	ENSMUSG00000032485	Q6GQT6
Sin3a	20466	ENSMUSG00000042557	
Efs	13644	ENSMUSG00000022203	Q64355
Efs	13644	ENSMUSG00000022203	
Wls	68151	ENSMUSG00000028173	Q6DID7
Gm6205		ENSMUSG00000092073	
Mrap2	244958	ENSMUSG00000042761	D3Z1Q2
Cnga2	12789	ENSMUSG00000005864	Q62398
Wls	68151	ENSMUSG00000028173	
Myl9	98932	ENSMUSG00000067818	Q9CQ19
Magea4	17140	ENSMUSG00000033343	
Fga	14161	ENSMUSG00000028001	E9PV24
Il25	140806	ENSMUSG00000040770	
Ocm	18261	ENSMUSG00000029618	P51879
Ocm	18261	ENSMUSG00000029618	
Ptpn23	104831	ENSMUSG00000036057	Q6PB44
Gm5128	331529	ENSMUSG00000094004	
Ptpn23	104831	ENSMUSG00000036057	
Ngp	18054	ENSMUSG00000032484	O08692
Fgb	110135	ENSMUSG00000033831	Q8K0E8
Bcat1	12035	ENSMUSG00000030268	
Bcat1	12035	ENSMUSG00000030268	P24288
Cd3g	12502	ENSMUSG00000002033	P11942
Cd3g	12502	ENSMUSG00000002033	
E2f1	13555	ENSMUSG00000027490	Q61501
E2f1	13555	ENSMUSG00000027490	
Olfr1274	258330	ENSMUSG00000082980	
Gabre	14404	ENSMUSG00000031340	
Klhl18	270201	ENSMUSG00000054792	
Senp1	223870	ENSMUSG00000033075	P59110
Slc25a41	103775	ENSMUSG00000011486	Q8BVN7
Cmtm5	67272	ENSMUSG00000040759	Q9D6G9
Senp1	223870	ENSMUSG00000033075	
Cmtm5	67272	ENSMUSG00000040759	
Cnot2	72068	ENSMUSG00000020166	
Cplane1	73692	ENSMUSG00000039801	Q8CE72
Pfkm	18642	ENSMUSG00000033065	
Cplane1	73692	ENSMUSG00000039801	
Rtn3	20168	ENSMUSG00000024758	Q9ES97
5830411N06Rik	244234	ENSMUSG00000054672	
Sin3a	20466	ENSMUSG00000042557	Q60520
Olfr586	259115	ENSMUSG00000066268	
Kif9	16578	ENSMUSG00000032489	
Pfkm	18642	ENSMUSG00000033065	P47857
Tpm1	22003	ENSMUSG00000032366	P58771
Lmtk2	231876	ENSMUSG00000038970	Q3TYD6
Dennd1c	70785	ENSMUSG00000002668	
Enthd1	383075	ENSMUSG00000050439	
Olfr525	258958	ENSMUSG00000061489	
Olfr527	257939	ENSMUSG00000062782	
Cnot2	72068	ENSMUSG00000020166	Q8C5L3
Dennd1c	70785	ENSMUSG00000002668	Q8CFK6
Fbrsl1	381668	ENSMUSG00000043323	
Cep162	382090	ENSMUSG00000056919	Q6ZQ06
Atp2b2	11941	ENSMUSG00000030302	Q9R0K7
Myh6	17888	ENSMUSG00000040752	Q02566
Atp2b2	11941	ENSMUSG00000030302	
9130401M01Rik	75758	ENSMUSG00000101892	Q9D2X8
Slc25a23	66972	ENSMUSG00000046329	Q6GQS1
Slc25a23	66972	ENSMUSG00000046329	
Myh6	17888	ENSMUSG00000040752	
9130401M01Rik	75758	ENSMUSG00000101892	
Zhx1	22770	ENSMUSG00000022361	P70121
Dock9	105445	ENSMUSG00000025558	
Zhx1	22770	ENSMUSG00000022361	
Tbx18	76365	ENSMUSG00000032419	
Gm29394		ENSMUSG00000022362	
Npw	381073	ENSMUSG00000071230	
Crb3	224912	ENSMUSG00000044279	Q8QZT4
Bhlha15	17341	ENSMUSG00000052271	Q9QYC3
Crb3	224912	ENSMUSG00000044279	
Olfr60	18361	ENSMUSG00000060112	
Ccl24	56221	ENSMUSG00000004814	Q9JKC0
Nt5e	23959	ENSMUSG00000032420	Q61503
Olfr530	258512	ENSMUSG00000060974	
Tgif2	228839	ENSMUSG00000062175	Q8C0Y1
Tmem214	68796	ENSMUSG00000038828	Q8BM55
Tgif2	228839	ENSMUSG00000062175	
Tmem214	68796	ENSMUSG00000038828	
Cyyr1	224405	ENSMUSG00000041134	
Cyyr1	224405	ENSMUSG00000041134	Q8VIH7
Celsr1	12614	ENSMUSG00000016028	O35161
Celsr1	12614	ENSMUSG00000016028	
Clcc1	229725	ENSMUSG00000027884	Q99LI2
Asb8	78541	ENSMUSG00000048175	
Clcc1	229725	ENSMUSG00000027884	
Cd3d	12500	ENSMUSG00000032094	P04235
Cd3d	12500	ENSMUSG00000032094	
Ccdc184	239650	ENSMUSG00000029875	Q8BMK5
Zfp598	213753	ENSMUSG00000041130	Q80YR4
Rbpms2	71973	ENSMUSG00000032387	
Rbpms2	71973	ENSMUSG00000032387	Q8VC52
Gm44579		ENSMUSG00000108748	
Olfr288	545140	ENSMUSG00000075427	
Gpsm2	76123	ENSMUSG00000027883	Q8VDU0
Gpsm2	76123	ENSMUSG00000027883	
Ankrd50	99696	ENSMUSG00000044864	
Olfr287	634104	ENSMUSG00000090129	
Magea10	236852	ENSMUSG00000043453	
Apoc2	11813	ENSMUSG00000002992	Q05020
Olfr286	629524	ENSMUSG00000059460	
Kif9	16578	ENSMUSG00000032489	Q9WV04
Apoc4	11425	ENSMUSG00000074336	Q61268
Sla2	77799	ENSMUSG00000027636	Q8R4L0
Gm44805	105886299	ENSMUSG00000109350	Q05020
Usf3	207806	ENSMUSG00000068284	
Rab5if	67388	ENSMUSG00000027637	Q9CQT9
Ciita	12265	ENSMUSG00000022504	P79621
Cd3e	12501	ENSMUSG00000032093	P22646
Ciita	12265	ENSMUSG00000022504	
Rhbdd2	215160	ENSMUSG00000039917	Q8VEK2
Dexi	58239	ENSMUSG00000038055	Q9WUQ7
Rhbdd2	215160	ENSMUSG00000039917	
Plrg1	53317	ENSMUSG00000027998	Q922V4
Gm3183	100041179	ENSMUSG00000095954	
Plrg1	53317	ENSMUSG00000027998	
Setd2	235626	ENSMUSG00000044791	E9Q5F9
Setd2	235626	ENSMUSG00000044791	
Nfatc2ip	18020	ENSMUSG00000030722	O09130
Pnpla1	433091	ENSMUSG00000043286	Q3V1D5
Nfatc2ip	18020	ENSMUSG00000030722	
Ptk2b	19229	ENSMUSG00000059456	Q9QVP9
Ptk2b	19229	ENSMUSG00000059456	
Gnl3l	237107	ENSMUSG00000025266	Q6PGG6
Olfr531	258955	ENSMUSG00000062712	
Gnl3l	237107	ENSMUSG00000025266	
Olfr532	259028	ENSMUSG00000063823	
Nradd	67169	ENSMUSG00000032491	Q8CJ26
Tgm1	21816	ENSMUSG00000022218	
Nradd	67169	ENSMUSG00000032491	
Dchs2	100534287	ENSMUSG00000102692	
Cyp19a1	13075	ENSMUSG00000032274	
Cyp19a1	13075	ENSMUSG00000032274	P28649
Olfr533	258056	ENSMUSG00000056883	
Oaz2	18247	ENSMUSG00000040652	O08608
Oaz2	18247	ENSMUSG00000040652	
Bnip5	207819	ENSMUSG00000048905	Q8CC96
Bnip5	207819	ENSMUSG00000048905	
Bik	12124	ENSMUSG00000016758	O70337
Bik	12124	ENSMUSG00000016758	
Camk1g	215303	ENSMUSG00000016179	
B4galt2	53418	ENSMUSG00000028541	Q9Z2Y2
Camk1g	215303	ENSMUSG00000016179	Q91VB2
Agbl3	76223	ENSMUSG00000038836	Q8CDP0
B4galt2	53418	ENSMUSG00000028541	
Agbl3	76223	ENSMUSG00000038836	
Pde5a	242202	ENSMUSG00000053965	Q8CG03
Zfp609	214812	ENSMUSG00000040524	Q8BZ47
Pde5a	242202	ENSMUSG00000053965	
Zfp609	214812	ENSMUSG00000040524	
Myo1a	432516	ENSMUSG00000025401	O88329
Gls	14660	ENSMUSG00000026103	D3Z7P3
Gldn	235379	ENSMUSG00000046167	Q8BMF8
Gls	14660	ENSMUSG00000026103	
Ccdc24	381546	ENSMUSG00000078588	
Mcat	223722	ENSMUSG00000048755	Q8R3F5
Mcat	223722	ENSMUSG00000048755	
Tspo	12257	ENSMUSG00000041736	P50637
Tspo	12257	ENSMUSG00000041736	
Hnrnpll	72692	ENSMUSG00000024095	Q921F4
Hnrnpll	72692	ENSMUSG00000024095	
Hsd11b2	15484	ENSMUSG00000031891	P51661
Nbeal2	235627	ENSMUSG00000056724	Q6ZQA0
Tecpr1	70381	ENSMUSG00000066621	Q80VP0
Nbeal2	235627	ENSMUSG00000056724	
Fgd1	14163	ENSMUSG00000025265	
Fgd1	14163	ENSMUSG00000025265	P52734
Dnal4	54152	ENSMUSG00000022420	
Olfr535	258956	ENSMUSG00000063230	
Tsr2	69499	ENSMUSG00000025264	
Dnal4	54152	ENSMUSG00000022420	Q9DCM4
Ccdc12	72654	ENSMUSG00000019659	Q8R344
Lrrcc1	71710	ENSMUSG00000027550	
Ccdc12	72654	ENSMUSG00000019659	
Kctd17	72844	ENSMUSG00000033287	
Pxt1	69307	ENSMUSG00000045378	Q8K459
Pxt1	69307	ENSMUSG00000045378	
Slc6a9	14664	ENSMUSG00000028542	P28571
Slc6a9	14664	ENSMUSG00000028542	
Syncrip	56403	ENSMUSG00000032423	Q7TMK9
Galm	319625	ENSMUSG00000035473	Q8K157
Galm	319625	ENSMUSG00000035473	
Sfrp2	20319	ENSMUSG00000027996	P97299
Syncrip	56403	ENSMUSG00000032423	
0610010F05Rik	71675	ENSMUSG00000042208	
0610010F05Rik	71675	ENSMUSG00000042208	Q68FF0
Myl3	17897	ENSMUSG00000059741	
Myl3	17897	ENSMUSG00000059741	P09542
Adamts1	11504	ENSMUSG00000022893	P97857
Adamts1	11504	ENSMUSG00000022893	
Gm6367		ENSMUSG00000096742	
Sit1	54390	ENSMUSG00000028460	Q8C503
Tfeb	21425	ENSMUSG00000023990	Q9R210
Tfeb	21425	ENSMUSG00000023990	
Hs6st1	50785	ENSMUSG00000045216	Q9QYK5
Cuedc1	103841	ENSMUSG00000018378	Q8R3V6
Olfr536	258513	ENSMUSG00000052508	
Apoc1	11812	ENSMUSG00000040564	P34928
Cuedc1	103841	ENSMUSG00000018378	
Apoc1	11812	ENSMUSG00000040564	
Pth1r	19228	ENSMUSG00000032492	P41593
Pth1r	19228	ENSMUSG00000032492	
Olfr537-ps1		ENSMUSG00000110092	
Prss42	235628	ENSMUSG00000044664	Q8VIF2
Prss44	73336	ENSMUSG00000032493	Q402U7
Prss44	73336	ENSMUSG00000032493	
Ccdc107	622404	ENSMUSG00000028461	Q9DCC3
